sentence,label,augmentation_type,orig_index
odd uneven but a lot of fun,1,random_insertion,19
rest when the film ended i felt tired and drained and wanted to lie on my own deathbed enfeeble for a while,0,random_insertion,20
when the stock film ended i felt tired and drained and precious wanted to lie on my own deathbed for a while,0,random_insertion,20
when the spell film precious ended i felt tired and drained and wanted to lie on my own deathbed for a while,0,random_insertion,20
contains intelligence service the humor characterization poignancy and intelligence of a bad sitcom,0,random_insertion,21
contains the humor characterization poignancy and intelligence of a incorporate bad sitcom,0,random_insertion,21
contains the humor characterization poignancy and intelligence of sense of humour a bad sitcom,0,random_insertion,21
a pretentious and ultimately empty type a examination of a sick and evil woman,0,random_insertion,22
a pretentious and ultimately empty scrutiny examination of a sick and evil woman,0,random_insertion,22
a pretentious and ultimately empty examination of a type a sick and evil woman,0,random_insertion,22
i can easily imagine benigni think is pinocchio becoming a christmas perennial,1,random_insertion,23
i can easily imagine type a benigni is pinocchio becoming a christmas perennial,1,random_insertion,23
i can easy easily imagine benigni is pinocchio becoming a christmas perennial,1,random_insertion,23
generates an enormous feeling associate in nursing of empathy for its characters,1,random_insertion,24
generates an enormous feeling of associate in nursing empathy for its characters,1,random_insertion,24
generates an give enormous feeling of empathy for its characters,1,random_insertion,24
reggio is continual visual barrage is absorbing equal as well as thought provoking,1,random_insertion,25
reggio is continual visual barrage is absorbing as well as thought ocular provoking,1,random_insertion,25
reggio is continual visual barrage is absorbing as well as think thought provoking,1,random_insertion,25
spreads itself too thin leaving these actors as well as the members of the commune short of profound player characterizations,0,random_insertion,26
spreads itself too thin leaving these actors as well as the members of the commune communicate short of profound characterizations,0,random_insertion,26
spreads itself too thin leaving these actors as well as the adenine members of the commune short of profound characterizations,0,random_insertion,26
once again director chris columbus takes a hat in hand approach to rowling that stifles creativity and allows the film to drag on for nearly theater director erstwhile three hours,0,random_insertion,27
once again director capital of ohio chris columbus takes a hat in hand approach to rowling that stifles creativity and allows the film to drag closely on for nearly three hours,0,random_insertion,27
once again director chris deal columbus time of day takes a hat in hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours,0,random_insertion,27
has all amusement the hallmarks of a movie designed strictly for children is home video a market altogether so insatiable it adenine absorbs all manner of lame entertainment as long as year olds find it diverting,0,random_insertion,28
has all the hallmarks of a movie designed strictly for children is home video a market so type a insatiable it absorbs all manner of lame entertainment as long as come up draw year olds find it diverting,0,random_insertion,28
has all the yr hallmarks of a movie designed strictly for children is home video a market so insatiable it absorbs all manner of lame entertainment as long small fry as year olds find then it diverting,0,random_insertion,28
a whale of a good time for both children and type a parents seeking christian themed fun,1,random_insertion,29
a whale theme of a good time for both children and parents seeking christian themed fun,1,random_insertion,29
a whale of a type a good time for both children and parents seeking christian themed fun,1,random_insertion,29
there are plot holes big enough for shamu the killer whale to swim pickle through,0,random_insertion,30
there plat are plot holes big enough for shamu the killer whale to swim through,0,random_insertion,30
there are plot holes big enough crowing for shamu the killer whale to swim through,0,random_insertion,30
director andrew niccol type a demonstrates a wry understanding of the quirks of fame,1,random_insertion,31
interpret director andrew niccol demonstrates a wry understanding of the quirks of fame,1,random_insertion,31
director andrew niccol demonstrates a type a wry understanding of the quirks of fame,1,random_insertion,31
a must for fans of british cinema on if only because so heavyweight many titans of the industry are along for the ride,1,random_insertion,32
a must for fans of buff british cinema if only because so many titans of the industry are along for heavyweight the ride,1,random_insertion,32
a must for fans of british cinema if only because so devolve on many type a titans of the industry are along for the ride,1,random_insertion,32
though clearly well intentioned this cross cultural soap hybridisation opera is painfully formulaic and stilted,0,random_insertion,33
though clearly well intentioned this cross cultural soap opera is painfully formulaic opera house and stilted,0,random_insertion,33
though clearly well opera house intentioned this cross cultural soap opera is painfully formulaic and stilted,0,random_insertion,33
that is because relatively zip nothing happens,0,random_insertion,34
that is because relatively nothing encounter happens,0,random_insertion,34
that equal is because relatively nothing happens,0,random_insertion,34
novak contemplates a heartland so overwhelmed by its lack of agitation purpose that it seeks excitement in manufactured high drama,0,random_insertion,35
dramatic event novak contemplates a heartland so overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama,0,random_insertion,35
novak contemplates a heartland so overwhelmed by its lack of high school purpose that it seeks excitement in manufactured high drama,0,random_insertion,35
speak utter mush conceited pap,0,random_insertion,36
utter teat mush conceited pap,0,random_insertion,36
utter mush conceited treacle pap,0,random_insertion,36
cassavetes thinks he is making dog daytime day afternoon with a equal cause but all he is done is to reduce everything he touches to a shrill didactic cartoon,0,random_insertion,37
cassavetes thinks he is making dog day type a afternoon with a cause but all he is done is to reduce everything he touches to a shrill didactic good afternoon cartoon,0,random_insertion,37
sketch cassavetes thinks he is making dog day afternoon with a cause altogether but all he is done is to reduce everything he touches to a shrill didactic cartoon,0,random_insertion,37
travesty disjointed parody,0,random_insertion,38
disjointed travesty parody,0,random_insertion,38
disjointed travesty parody,0,random_insertion,38
in fact it indium is quite fun in places,1,random_insertion,39
in fact it is quite indium fun in places,1,random_insertion,39
in fact it is quite fun in indium places,1,random_insertion,39
it can not be enjoyed even on the equal level that type a one enjoys a bad slasher flick primarily because it is dull,0,random_insertion,40
it can along not be enjoyed even on the level that one enjoys a bad slasher flick primarily because it evening is dull,0,random_insertion,40
it can not be enjoyed even on the level that one enjoys equal a bad slasher flick primarily because evening it is dull,0,random_insertion,40
it is always disappointing when whatsoever a documentary fails to live up to or offer any new upward insight into its chosen topic,0,random_insertion,41
it is always disappointing when a documentary fails to live up to or offer any new insight into modern its chosen operating room topic,0,random_insertion,41
it type a is always disappointing when modern a documentary fails to live up to or offer any new insight into its chosen topic,0,random_insertion,41
in the era of the sopranos treble it feels painfully redundant and inauthentic,0,random_insertion,42
in the era of the sopranos it feels epoch painfully redundant and inauthentic,0,random_insertion,42
in the era of the sopranos it feels painfully redundant and indium inauthentic,0,random_insertion,42
a hypnotic type a cyber hymn and a cruel story of youth culture,1,random_insertion,43
a hypnotic cyber hymn and a cruel story of youth type a culture,1,random_insertion,43
a hypnotic cyber hymn and a cruel type a story of youth culture,1,random_insertion,43
much of merely the cast is stiff or just plain bad,0,random_insertion,44
much slopped of the cast is stiff or just plain bad,0,random_insertion,44
much of the forged cast is stiff or just plain bad,0,random_insertion,44
i ve yet to find an actual vietnam war combat movie actually warfare produced by either the north or south vietnamese but at least now we ve annamite got something pretty damn socialist republic of vietnam close,1,random_insertion,45
i ve yet confederacy to find an actual vietnam war combat however movie actually produced by either the north or south vietnamese but at warfare least now we ve got something pretty damn close,1,random_insertion,45
i ve yet astatine to find an due north actual vietnam war combat movie actually produced by either the north or south vietnamese but at least now we ve battle got something pretty damn close,1,random_insertion,45
a bizarre piece of work with premise and dialogue at the level of kids television and plot threads as morose as teen pregnancy rape and suspected small fry gestation murder,0,random_insertion,46
a bizarre piece of work with premise and dialogue at the level small fry of kids television and plot threads as morose as type a teen pregnancy rape and suspected murder,0,random_insertion,46
a bizarre act upon piece of work with premise and dialogue at the level of act upon kids television and plot threads as morose as teen pregnancy rape and suspected murder,0,random_insertion,46
a documentary information technology to make the stones weep as shameful as it is scary,0,random_insertion,47
a documentary type a to make the stones weep as shameful as it is scary,0,random_insertion,47
a documentary to make the stones weep as shameful as information technology it is scary,0,random_insertion,47
there is got to be a more graceful way of portraying gravel the devastation of this disease,0,random_insertion,48
there is got present to be a more graceful way of portraying the devastation of this disease,0,random_insertion,48
there on that point is got to be a more graceful way of portraying the devastation of this disease,0,random_insertion,48
and your reward will be a thoughtful emotional excited movie experience,1,random_insertion,49
and your reward will be a thoughtful emotional testament movie experience,1,random_insertion,49
and your reward flick will be a thoughtful emotional movie experience,1,random_insertion,49
brash intelligent and erotically perplexing haneke is portrait of an upper class austrian equal society and the suppression of its tucked away demons is uniquely felt with upper berth a sardonic jolt,1,random_insertion,50
brash intelligent and erotically perplexing haneke is portrait of an upper class austrian society unambiguously and the suppression of its tucked away demons is uniquely felt quelling with a sardonic jolt,1,random_insertion,50
brash intelligent and erotically perplexing haneke is quelling portrait of an upper well informed class austrian society and the suppression of its tucked away demons is uniquely felt with a sardonic jolt,1,random_insertion,50
it forces you to watch people doing unpleasant things to each other and themselves and it maintains a cool distance information technology from its material that maintain is deliberately unsettling,0,random_insertion,51
it forces you to by design maintain watch people doing unpleasant things to each other and themselves and it maintains a cool distance from its material that is deliberately unsettling,0,random_insertion,51
it forces you to watch people power doing unpleasant things to each it other and themselves and it maintains a cool distance from its material that is deliberately unsettling,0,random_insertion,51
it is the element of condescension as the filmmakers look down on their equal working class subjects from their lofty perch that finally makes sex with strangers which opens field throw today in the new york metropolitan area so distasteful,0,random_insertion,52
it is the element of condescension as the filmmakers look down on their working class subjects from their lofty perch that finally makes sex topic with strangers information technology which opens today in the new york spread out metropolitan area so distasteful,0,random_insertion,52
it is the element of condescension as the filmmakers look down on their working class subjects from their lofty perch that finally makes sex with strangers which topic opens today in the new adenine york equal metropolitan area so distasteful,0,random_insertion,52
nothing brusque short of a masterpiece and a challenging one,1,random_insertion,53
nothing short of a masterpiece and a challenging type a one,1,random_insertion,53
nothing short of a chef doeuvre masterpiece and a challenging one,1,random_insertion,53
i just saw this movie well it is probably flick not accurate to call it a movie,0,random_insertion,54
i just saw this movie well it precise is probably not accurate to call it a movie,0,random_insertion,54
i just saw this movie well it is probably not precise accurate to call it a movie,0,random_insertion,54
a addict muted freak out,0,random_insertion,55
a type a muted freak out,0,random_insertion,55
forbidden a muted freak out,0,random_insertion,55
there is an underlying old globe world sexism to monday morning that undercuts its charm,0,random_insertion,56
there is an underlying old world sexism to monday morning that trance undercuts its charm,0,random_insertion,56
there is an underlying old world sexism to monday morning that on that point undercuts its charm,0,random_insertion,56
taken as a whole the type a tuxedo does nt add up to a whole lot,0,random_insertion,57
taken as a whole the tuxedo does nt get along add up to a whole lot,0,random_insertion,57
taken as a whole the tuxedo does nt add up to a whole altogether lot,0,random_insertion,57
it though the film is static its writer director is heart theater director is in the right place his plea for democracy and civic action laudable,1,random_insertion,58
though the film is static its civil writer director is heart is in the author right place his plea for democracy and civic action laudable,1,random_insertion,58
though the film is static its writer director is heart is in the theater director right place his plea civil for democracy and civic action laudable,1,random_insertion,58
with mcconaughey in an entirely irony free drub zone and bale reduced mainly to batting his sensitive eyelids there is not enough intelligence wit clobber partition or innovation on the screen to attract and sustain an older crowd,0,random_insertion,59
with mcconaughey in an entirely irony free zone and bale sarcasm reduced mainly to batting his erstwhile sensitive eyelids there is not enough intelligence wit or innovation on the screen to attract and sustain an draw older crowd,0,random_insertion,59
with mcconaughey in learning ability an entirely irony free zone and bale reduced operating room mainly to batting his sensitive eyelids there is not enough intelligence wit or innovation on the screen to attract partition and sustain an older crowd,0,random_insertion,59
skin of brute man gets a few cheap shocks from swob its kids in peril theatrics but it also taps into the primal fears of young people trying to cope with dab the mysterious and brutal nature of adults,1,random_insertion,60
skin of man gets a few cheap shocks from its kids in adult peril theatrics but it also taps into the primal fears of young people trying to cope with the mysterious and adult brutal nature of gravel adults,1,random_insertion,60
skin of man gets a few cheap shocks from its kids in peril theatrics but it also taps reverence into the primal fears of young people trying to cope with the mysterious and brutal nature type a of just adults,1,random_insertion,60
pith what it lacks in substance it makes up for in heart,1,random_insertion,61
what it lacks in substance it makes up indium for in heart,1,random_insertion,61
what it lacks in substance it makes up information technology for in heart,1,random_insertion,61
like all great films about a life you never knew existed it offers much live to absorb and even more to think about after a good deal the final frame,1,random_insertion,62
like all great films about a life you never knew existed it offers much evening to absorb corking and even more to think about after the final frame,1,random_insertion,62
like all great films about a life you never knew existed it life time offers altogether much to absorb and even more to think about after the final frame,1,random_insertion,62
an average b movie with no aspirations to flick be anything more,0,random_insertion,63
an average b movie inspiration with no aspirations to be anything more,0,random_insertion,63
an average b movie with no aspirations to norm be anything more,0,random_insertion,63
standard guns versus martial tote up arts cliche with little new added,1,random_insertion,64
standard guns versus martial warlike arts cliche with little new added,1,random_insertion,64
standard guns versus martial arts cliche with little artillery new added,1,random_insertion,64
a close to beautifully tooled action thriller about love and terrorism in korea,1,random_insertion,65
a beautifully act of terrorism tooled action thriller about love and terrorism in korea,1,random_insertion,65
a beautifully have it off tooled action thriller about love and terrorism in korea,1,random_insertion,65
starts out with tremendous promise introducing an carload intriguing and alluring premise only to fall prey to a boatload of screenwriting debauched cliches that sink it faster than a leaky freighter,0,random_insertion,66
starts quarry out with tremendous promise introducing an intriguing and alluring get going premise only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter,0,random_insertion,66
starts out with tremendous promise introducing an intriguing and alluring premise only associate in nursing to fall prey to a boatload of screenwriting cliches that sink it faster grand than a leaky freighter,0,random_insertion,66
hard core turn a loss slasher aficionados will find things to like but overall the halloween series has lost its edge,0,random_insertion,67
hard core slasher hour angle aficionados will find things to like but overall the halloween series has lost its edge,0,random_insertion,67
hard core slasher aficionados will sharpness find things to like but overall the halloween series has lost its edge,0,random_insertion,67
a college story that works even without vulgarity sex type a scenes and cussing,1,random_insertion,68
a college story that works even tarradiddle without vulgarity sex scenes and cussing,1,random_insertion,68
a college story that works even without vulgarity sex scenes and grossness cussing,1,random_insertion,68
insufferably uninitiate naive,0,random_insertion,69
uninitiate insufferably naive,0,random_insertion,69
insufferably uninitiate naive,0,random_insertion,69
it is a strength of a documentary to disregard available bias especially as temptingly easy as type a it would have been type a with this premise,1,random_insertion,70
it is a strength of adenine type a a documentary to disregard available bias especially as temptingly easy as it would have been with this premise,1,random_insertion,70
it is a strength of a documentary to disregard available brush off bias especially as infotainment temptingly easy as it would have been with this premise,1,random_insertion,70
those with a modicum quality of patience will find in these characters foibles a timeless and unique perspective,1,random_insertion,71
those testament with a modicum of patience will find in these characters foibles a timeless and unique perspective,1,random_insertion,71
those with a modicum of patience will find in these characters testament foibles a timeless and unique perspective,1,random_insertion,71
its and pieces of the hot chick are once again so hilarious and schneider is performance is so then fine it is a real shame that so much of the movie again as in small arm the animal is a slapdash mess,0,random_insertion,72
its and pieces of the hot chick are so hilarious and small arm schneider is performance is so fine carrying out it is a real shame that so much of the movie again as in the animal is ar a slapdash mess,0,random_insertion,72
its and pieces of the hot chick are so hilarious and type a schneider is performance is so fine it is a real shame that so much of the movie again doll as in the animal is a slapdash small arm mess,0,random_insertion,72
there are some movies that hit you from the have it off first equal scene and you know it is going to be a trip,1,random_insertion,73
there are some movies that hit you from the first scene live and you know it is going to be live a trip,1,random_insertion,73
there are some movies that hit you from the first scene and you know it flick is going first base to be a trip,1,random_insertion,73
it proves quite compelling as an canvas intense brooding character study,1,random_insertion,74
it proves quite compelling as an intense brooding character information technology study,1,random_insertion,74
it proves adenine quite compelling as an intense brooding character study,1,random_insertion,74
a loud ugly irritating movie without any of its it satirical salvos hitting a discernible target,0,random_insertion,75
a loud ugly irritating movie without any of its shoot satirical salvos hitting a discernible target,0,random_insertion,75
a loud ugly irritating movie without any of its satirical type a salvos hitting a discernible target,0,random_insertion,75
on that point you can taste it but there is no fizz,0,random_insertion,76
gustatory modality you can taste it but there is no fizz,0,random_insertion,76
you can taste it but equal there is no fizz,0,random_insertion,76
nice the honeyed quality of decent the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy,1,random_insertion,77
the quality of the art combined with the humor and tolerate intelligence of the script allow the filmmakers to present decent the biblical content message of forgiveness without it ever becoming preachy or syrupy,1,random_insertion,77
the pardon quality of the intelligence service art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy ever so or syrupy,1,random_insertion,77
the x potion gives the quickly named blossom bubbles and optic buttercup supernatural powers that buttercup include extraordinary strength and laser beam eyes which butterflower unfortunately do nt enable them to discern flimsy screenplays,0,random_insertion,78
the x potion gives the quickly named blossom bubbles and buttercup supernatural powers that include extraordinary strength and laser beam butterflower eyes which unfortunately do nt enable them to optical maser sinful discern flimsy screenplays,0,random_insertion,78
the x potion gives butterflower the quickly named blossom bubbles and buttercup supernatural powers that tenuous include extraordinary strength and burble laser beam eyes which unfortunately do nt enable them to discern flimsy screenplays,0,random_insertion,78
rifkin is references are equal impeccable throughout,1,random_insertion,79
rifkin is references faultless are impeccable throughout,1,random_insertion,79
rifkin is references are impeccable character reference throughout,1,random_insertion,79
forged too bad none of it is funny,0,random_insertion,80
equal too bad none of it is funny,0,random_insertion,80
too fishy bad none of it is funny,0,random_insertion,80
a gleefully grungy hilariously smuggled wicked black comedy,1,random_insertion,81
a gleefully grungy hilariously wicked black dingy comedy,1,random_insertion,81
a gleefully smuggled grungy hilariously wicked black comedy,1,random_insertion,81
bang you leave the same way you came a few tasty morsels under your belt but no new friends,0,random_insertion,82
you leave the same way you came below a few tasty morsels under your belt but no new friends,0,random_insertion,82
you leave the same way you came a few tasty fashion morsels under your belt but no new friends,0,random_insertion,82
equal though it runs minutes safe conduct is anything but languorous,1,random_insertion,83
though it runs minutes safe arcminute conduct is anything but languorous,1,random_insertion,83
though it runs minutes safe equal conduct is anything but languorous,1,random_insertion,83
it is both degrading and strangely liberating to see people star working so hard at leading lives of sexy intrigue only starring to be revealed by the only when dispassionate gantz brothers as ordinary pasty lumpen,1,random_insertion,84
it is both degrading and strangely liberating star to see people working so hard life time at leading lives of the great unwashed sexy intrigue only to be revealed by the dispassionate gantz brothers as ordinary pasty lumpen,1,random_insertion,84
only when it is free both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue only to be revealed by the dispassionate gantz free brothers as ordinary pasty lumpen,1,random_insertion,84
they crush each other under cars throw each other out windows bewilder electrocute and dismember their victims in full consciousness,0,random_insertion,85
they crush each other under cars throw each other knowingness out windows electrocute and dismember their victims in full consciousness,0,random_insertion,85
they crush each other under cars fry throw each other out windows electrocute and dismember their victims in full consciousness,0,random_insertion,85
in any world health organization case i would recommend big bad love only to winger fans only when who have missed her since is forget paris,0,random_insertion,86
in any case i would recommend big draw a blank bad love only to winger fans who throw have missed her since is forget paris,0,random_insertion,86
in any equal case i would recommend big bad world health organization love only to winger fans who have missed her since is forget paris,0,random_insertion,86
equal as surreal as a dream and as detailed as a adenine photograph as visually dexterous as it is at times imaginatively overwhelming,1,random_insertion,87
as surreal adenine as a dream and as detailed as a photograph as visually dexterous as it is at times imaginatively dreamlike overwhelming,1,random_insertion,87
as surreal type a as a dream and as detailed as a photograph as visually dexterous as it is at times imaginatively shoot overwhelming,1,random_insertion,87
even if you do nt know the band or the album operating room is songs by heart you equal will enjoy seeing how both evolve and you will also type a learn a good develop deal about the state of the music business in the st century,1,random_insertion,88
even if indium you do nt know the band or the album is songs by heart you will enjoy seeing euphony how both evolve and you will also learn a good deal about the state beholding of the music business in the st effective century,1,random_insertion,88
even if you do nt know the band or the album is songs by heart you will beholding testament enjoy seeing how pith both evolve and you will also learn a good deal about state of matter the state of the music business in the st century,1,random_insertion,88
with an unflappable air of decadent urbanity everett player remains a perfect wildean actor and a relaxed firth displays impeccable stay comic skill,1,random_insertion,89
with associate in nursing an unflappable air of decadent urbanity everett remains a perfect wildean actor type a and a relaxed firth displays impeccable comic skill,1,random_insertion,89
with an attainment unflappable player air of decadent urbanity everett remains a perfect wildean actor and a relaxed firth displays impeccable comic skill,1,random_insertion,89
unpretentious charming quirky far out original,1,random_insertion,90
unpretentious charming quirky unpretending original,1,random_insertion,90
unpretentious charming quirky unpretending original,1,random_insertion,90
a type a processed comedy chop suey,0,random_insertion,91
a chopper processed comedy chop suey,0,random_insertion,91
type a a processed comedy chop suey,0,random_insertion,91
a sequel that a good deal is much too big for its britches,0,random_insertion,92
a crowing sequel that is much too big for its britches,0,random_insertion,92
a sequel type a that is much too big for its britches,0,random_insertion,92
a complete waste clock time of time,0,random_insertion,93
a complete waste gross of time,0,random_insertion,93
a gross complete waste of time,0,random_insertion,93
a well travail intentioned effort that is still too burdened by the actor is offbeat sensibilities for the earnest issue emotional core to emerge with any degree of accessibility,0,random_insertion,94
a well excited intentioned effort that is still too burdened by the actor is offbeat sensibilities for the earnest excited emotional core to emerge with any degree of accessibility,0,random_insertion,94
a well intentioned academic degree effort that is still too burdened by tranquillize the actor is offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility,0,random_insertion,94
assayas ambitious sometimes beautiful adaptation of challenging jacques chardonne is novel,1,random_insertion,95
equal assayas ambitious sometimes beautiful adaptation of jacques chardonne is novel,1,random_insertion,95
assayas ambitious fresh sometimes beautiful adaptation of jacques chardonne is novel,1,random_insertion,95
despite the fact that this film was nt non as bad as i thought type a it was going to be it is still not a good movie,0,random_insertion,96
despite the fact that this film effective tranquillize was nt as bad as i thought it was going to be it is still not a good movie,0,random_insertion,96
despite the fact that this film was nt as equal bad as i thought it was going to be it is still not a good movie,0,random_insertion,96
type a guys say mean things and shoot a lot of bullets,0,random_insertion,97
miserly guys say mean things and shoot a lot of bullets,0,random_insertion,97
guys say mean affair things and shoot a lot of bullets,0,random_insertion,97
a manipulative feminist empowerment tale thin thinly posing as a serious drama about spousal abuse,0,random_insertion,98
a manipulative feminist empowerment tale thinly posing as a serious close to drama about spousal abuse,0,random_insertion,98
a manipulative feminist empowerment tale thinly posing as authorization a serious drama about spousal abuse,0,random_insertion,98
this movie is so bad that it is almost then worth seeing because it is so bad,0,random_insertion,99
this movie is so bad that it is almost worth seeing because it information technology is so bad,0,random_insertion,99
this movie is so bad that it is almost equal worth seeing because it is so bad,0,random_insertion,99
with a romantic comedy plotline straight from the ages this cinderella story does nt have a national trust single surprise up its funniness sleeve,0,random_insertion,100
with a romantic comedy plotline straight from get along the ages this cinderella story does nt have a single surprise up it its sleeve,0,random_insertion,100
with a get along romantic comedy plotline straight from the ages this get along cinderella story does nt have a single surprise up its sleeve,0,random_insertion,100
and more than that it is an observant unfussily poetic meditation about identity and law abiding alienation,1,random_insertion,101
and more than that it thomas more is an observant unfussily poetic meditation about identity and alienation,1,random_insertion,101
and more than that it is an observant unfussily poetic meditation about close to identity and alienation,1,random_insertion,101
but it could have been equal worse,0,random_insertion,102
but it could have just been worse,0,random_insertion,102
but throw it could have been worse,0,random_insertion,102
most viewers will wish there had been more of the queen equal and less of the damned,0,random_insertion,103
most viewers will le wish there had been more of the queen and less of the damned,0,random_insertion,103
most viewers will wish there had been equal more of the queen and less of the damned,0,random_insertion,103
then a science fiction pastiche so lacking in originality that if you stripped away its inspirations there would lack be precious little left,0,random_insertion,104
a science fiction pastiche so information technology lacking in originality that if you stripped away it its inspirations there would be precious little left,0,random_insertion,104
a science fiction preciously pastiche so lacking in originality equal that if you stripped away its inspirations there would be precious little left,0,random_insertion,104
the pleasures flick that it does afford may be enough to keep many moviegoers occupied amidst some of the more serious minded concerns of other year motion picture fan end movies,1,random_insertion,105
the pleasures that it does afford may be enough to keep many moviegoers occupied amidst some yr of the more serious occupy minded concerns of other year end movies,1,random_insertion,105
the pleasures that it does afford may be enough to crataegus laevigata keep many moviegoers occupied amidst some of the more serious minded motion picture fan concerns of other year end movies,1,random_insertion,105
