sentence,label,augmentation_type,orig_index
isabelle huppert excels as the enigmatic mika and anna mouglalis is a stupefy fresh young talent in one of chabrol is most intense psychological mysteries,1,synonym_replacement,12
isabelle huppert excels as the puzzling mika and anna mouglalis is a stunning new thomas young talent in one of chabrol is most intense psychological mysteries,1,synonym_replacement,12
a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an ironically sea wolf soundtrack,1,synonym_replacement,13
a cruelly funny whirl on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack,1,synonym_replacement,13
a cruelly funny braid on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack,1,synonym_replacement,13
predictably soulless techno applesauce,0,synonym_replacement,14
predictably soulless techno trash,0,synonym_replacement,14
predictably soulless techno folderol,0,synonym_replacement,14
tsai has a well deserved reputation as unity of the cinema world is great visual stylists and in this picture show every shot enhances the excellent performances,1,synonym_replacement,15
tsai has a good deserved reputation as one of the cinema world is great visual stylists and in this film every slam enhances the excellent performances,1,synonym_replacement,15
tsai has a well deserved reputation as one of the movie theatre world is great visual hairdresser and in this film every shot enhances the excellent performances,1,synonym_replacement,15
some like it hot on the hardwood proves once again that a mankind in pull is not in and of himself funny,0,synonym_replacement,16
some alike it hot on the hardwood proves once again that a man in drag on is not in and of himself funny,0,synonym_replacement,16
some like it hot on the hardwood prove once again that a man in drag is not in and of himself good story,0,synonym_replacement,16
for a movie about the power of poetry and passion there is precious petty of either,0,synonym_replacement,17
for a movie about the superpower of poetry and passion there is precious little of either,0,synonym_replacement,17
for a movie about the power of verse and passion there is precious little of either,0,synonym_replacement,17
diggs and lathan are among the chief reasons brown university sugar is such a sweet and sexy film,1,synonym_replacement,18
diggs and lathan are among the chief reasons brown sugar is such a sweet and sexy cinema,1,synonym_replacement,18
diggs and lathan are among the chief reasons brown sugar is such a sweet and sexy flick,1,synonym_replacement,18
uneven but a lot of sport,1,synonym_replacement,19
uneven but a lot of sport,1,synonym_replacement,19
scratchy but a lot of fun,1,synonym_replacement,19
when the cinema over i felt tired and drained and wanted to lie on my own deathbed for a while,0,synonym_replacement,20
when the film terminate i felt weary and drained and wanted to lie on my own deathbed for a while,0,synonym_replacement,20
when the picture ended i felt tired and drained and wanted to lie in on my own deathbed for a while,0,synonym_replacement,20
contains the humor enactment poignancy and intelligence of a bad sitcom,0,synonym_replacement,21
check the humor characterization poignancy and intelligence of a bad sitcom,0,synonym_replacement,21
contains the humor characterization poignance and intelligence of a bad sitcom,0,synonym_replacement,21
a pretentious and ultimately empty examination of a sick and evil cleaning woman,0,synonym_replacement,22
a pretentious and ultimately empty examination of a regorge and evil woman,0,synonym_replacement,22
a pretentious and ultimately empty interrogatory of a sick and evil woman,0,synonym_replacement,22
i can easily suppose benigni is pinocchio becoming a christmas perennial,1,synonym_replacement,23
i can easily reckon benigni is pinocchio becoming a christmas perennial,1,synonym_replacement,23
i can easy imagine benigni is pinocchio becoming a christmas perennial,1,synonym_replacement,23
generates an enormous feeling of empathy for its reference,1,synonym_replacement,24
generates an enormous palpate of empathy for its characters,1,synonym_replacement,24
generates an enormous feel of empathy for its characters,1,synonym_replacement,24
reggio is continual visual barrage is absorbing as considerably as thought provoking,1,synonym_replacement,25
reggio is continual visual barrage is absorbing as intimately as thought provoking,1,synonym_replacement,25
reggio is continual visual barrage fire is absorbing as well as thought provoking,1,synonym_replacement,25
propagate itself too thin leaving these actors as well as the members of the commune short of profound characterizations,0,synonym_replacement,26
spreads itself too thin will these actors as well as the members of the commune short of profound characterizations,0,synonym_replacement,26
spreads itself too thin leaving these actors as well as the members of the commune abruptly of profound characterizations,0,synonym_replacement,26
once again director chris capital of ohio takes a hat in hand approach to rowling that stifles creative thinking and allows the film to drag on for nearly three hours,0,synonym_replacement,27
once again conductor chris columbus takes a hat in hand approach to rowling that stifles creativity and allows the film to drag on for well nigh three hours,0,synonym_replacement,27
once again director chris columbus takes a hat in bridge player approach to rowling that stifles creativity and allows the film to drag on for about three hours,0,synonym_replacement,27
has all the hallmarks of a movie designed strictly for children is home video a market so insatiable it absorbs all manner of lame amusement as long as year old find it amusive,0,synonym_replacement,28
has all the hallmarks of a movie designed strictly for children is home video a market so insatiable it engross all manner of lame entertainment as foresightful as year olds chance it diverting,0,synonym_replacement,28
has all the trademark of a movie designed strictly for children is home video a market so insatiable it absorbs all manner of lame entertainment as long as yr olds find it divert,0,synonym_replacement,28
a giant of a good time for both children and parents seeking christian themed fun,1,synonym_replacement,29
a whale of a good time for both youngster and parents seeking christian themed fun,1,synonym_replacement,29
a whale of a good time for both child and parents seeking christian themed fun,1,synonym_replacement,29
there are plot holes big adequate for shamu the killer whale to swim through,0,synonym_replacement,30
there are plot holes big enough for shamu the killer heavyweight to swim through,0,synonym_replacement,30
there are plot muddle big enough for shamu the killer whale to swim through,0,synonym_replacement,30
director andrew niccol demonstrates a wry understanding of the quirks of renown,1,synonym_replacement,31
director andrew niccol demo a wry understanding of the quirks of fame,1,synonym_replacement,31
director andrew niccol demonstrates a ironic understanding of the quirks of fame,1,synonym_replacement,31
a must for fans of british cinema if only because so many titans of the industriousness are along for the drive,1,synonym_replacement,32
a must for devotee of british cinema if only because so many titan of the industry are along for the ride,1,synonym_replacement,32
a must for fans of british movie house if only because so many colossus of the industry are along for the ride,1,synonym_replacement,32
though clearly well intentioned this cross cultural soap opera house is painfully formulaic and stilted,0,synonym_replacement,33
though clear well intentioned this cross cultural soap opera is painfully formulaic and stilted,0,synonym_replacement,33
though clearly well intentioned this grumpy cultural soap opera is painfully formulaic and stilted,0,synonym_replacement,33
that is because comparatively nothing happens,0,synonym_replacement,34
that is because relatively zilch happens,0,synonym_replacement,34
that is because comparatively nothing happens,0,synonym_replacement,34
novak contemplates a heartland so overwhelmed by its lack of purpose that it look for excitement in manufactured high drama,0,synonym_replacement,35
novak contemplates a heartland so overwhelmed by its lack of function that it seeks excitement in manufactured high drama,0,synonym_replacement,35
novak contemplates a heartland so overwhelmed by its miss of purpose that it seeks excitement in manufactured high drama,0,synonym_replacement,35
utter treacle conceited pap,0,synonym_replacement,36
utter mush self conceited pap,0,synonym_replacement,36
utter glop conceited pap,0,synonym_replacement,36
cassavetes thinks he is form dog day good afternoon with a cause but all he is done is to reduce everything he touches to a shrill didactic cartoon,0,synonym_replacement,37
cassavetes thinks he is making dog day afternoon with a cause but all he is done is to reduce everything he touches to a shrill didactical animated cartoon,0,synonym_replacement,37
cassavetes thinks he is realise dog day afternoon with a stimulate but all he is done is to reduce everything he touches to a shrill didactic cartoon,0,synonym_replacement,37
disjointed pasquinade,0,synonym_replacement,38
disjointed lampoon,0,synonym_replacement,38
disjointed sendup,0,synonym_replacement,38
in fact it is quite fun in blank space,1,synonym_replacement,39
in fact it is quite playfulness in places,1,synonym_replacement,39
in fact it is quite fun in place,1,synonym_replacement,39
it can not be revel even on the level that matchless enjoys a bad slasher flick primarily because it is dull,0,synonym_replacement,40
it can not be enjoyed eventide on the story that one enjoys a bad slasher flick primarily because it is dull,0,synonym_replacement,40
it can not be enjoyed even on the even that one savor a bad slasher flick primarily because it is dull,0,synonym_replacement,40
it is always disappointing when a documentary fails to lively up to or extend any new insight into its chosen topic,0,synonym_replacement,41
it is always disappointing when a documentary fails to subsist up to or put up any new insight into its chosen topic,0,synonym_replacement,41
it is always disappointing when a documental fails to live up to or offer any fresh insight into its chosen topic,0,synonym_replacement,41
in the era of the sopranos it feels painfully tautological and inauthentic,0,synonym_replacement,42
in the era of the sopranos it feels sorely redundant and inauthentic,0,synonym_replacement,42
in the geological era of the sopranos it feels painfully redundant and inauthentic,0,synonym_replacement,42
a hypnotic cyber hymn and a cruel story of youth finish,1,synonym_replacement,43
a hypnotic cyber hymn and a cruel write up of youth culture,1,synonym_replacement,43
a hypnotic cyber anthem and a cruel story of youth culture,1,synonym_replacement,43
much of the cast is squiffy or just plain bad,0,synonym_replacement,44
much of the cast is sozzled or just plain bad,0,synonym_replacement,44
much of the cast is stiff or just unembellished bad,0,synonym_replacement,44
i ve yet to find an literal vietnam war combat movie actually produced by either the north or s vietnamese but at to the lowest degree now we ve got something pretty damn close,1,synonym_replacement,45
i ve yet to find an factual vietnam war combat movie in reality produced by either the north or south annamite but at least now we ve got something pretty damn close,1,synonym_replacement,45
i ve yet to find an actual vietnam state of war combat movie actually produced by either the north or south vietnamese but at to the lowest degree now we ve sire something pretty damn close,1,synonym_replacement,45
a bizarre piece of work with premise and dialogue at the level of kids television and plot threads as moody as teen pregnancy rapine and suspected murder,0,synonym_replacement,46
a bizarre patch of work with premise and dialogue at the level of kids television and plot threads as moody as teen pregnancy rape and suspected murder,0,synonym_replacement,46
a flaky piece of work with premise and dialogue at the level of kids television and plot threads as glowering as teen pregnancy rape and suspected murder,0,synonym_replacement,46
a documentary to make the stones weep as black as it is scary,0,synonym_replacement,47
a docudrama to make the stones weep as shameful as it is scary,0,synonym_replacement,47
a documentary to make the stones cry as shameful as it is scary,0,synonym_replacement,47
there is got to be a more graceful mode of portraying the devastation of this disease,0,synonym_replacement,48
there is got to be a more elegant way of portraying the devastation of this disease,0,synonym_replacement,48
there is got to be a more graceful means of portraying the devastation of this disease,0,synonym_replacement,48
and your reward will be a thoughtful emotional flick experience,1,synonym_replacement,49
and your reward will be a thoughtful emotional moving picture show experience,1,synonym_replacement,49
and your reward will be a thoughtful excited movie experience,1,synonym_replacement,49
brash intelligent and erotically perplexing haneke is portrait of an upper separate austrian society and the suppression of its tucked aside demons is uniquely felt with a sardonic jolt,1,synonym_replacement,50
brash intelligent and erotically perplexing haneke is portrait of an upper class austrian fellowship and the suppression of its tucked away demons is unambiguously felt with a sardonic jolt,1,synonym_replacement,50
brash levelheaded and erotically perplexing haneke is portraiture of an upper class austrian society and the suppression of its tucked away demons is uniquely felt with a sardonic jolt,1,synonym_replacement,50
it forces you to watch mass doing unpleasant things to each other and themselves and it maintains a cool length from its material that is deliberately unsettling,0,synonym_replacement,51
it forces you to watch the great unwashed doing unpleasant things to each other and themselves and it maintains a cool distance from its material that is deliberately enervate,0,synonym_replacement,51
it forces you to watch people doing unpleasant things to each other and themselves and it maintains a assuredness aloofness from its material that is deliberately unsettling,0,synonym_replacement,51
it is the element of condescension as the filmmakers look down on their wreak class subjects from their gallant perch that finally makes sex with strangers which open up today in the new york metropolitan area so distasteful,0,synonym_replacement,52
it is the element of condescension as the filmmakers look down on their working class subjects from their lofty roost that finally makes sex with strangers which opens today in the unexampled york metropolitan area so wicked,0,synonym_replacement,52
it is the element of condescension as the filmmakers look down on their working class subjects from their lofty perch that finally take in sexual urge with strangers which opens today in the new york metropolitan sphere so distasteful,0,synonym_replacement,52
nil short of a masterpiece and a challenging one,1,synonym_replacement,53
nothing short of a masterpiece and a challenging ace,1,synonym_replacement,53
nothing short of a masterpiece and a intriguing one,1,synonym_replacement,53
i just saw this movie well it is credibly not accurate to call it a movie,0,synonym_replacement,54
i just saw this movie well it is probably not precise to call it a movie,0,synonym_replacement,54
i just saw this movie well it is belike not accurate to call it a movie,0,synonym_replacement,54
a muted junky out,0,synonym_replacement,55
a muted monster out,0,synonym_replacement,55
a muted junkie out,0,synonym_replacement,55
there is an underlying old world sexism to monday break of the day that undercuts its charm,0,synonym_replacement,56
there is an underlying old creation sexism to monday morning that undercuts its charm,0,synonym_replacement,56
there is an underlying sometime world sexism to monday morning that undercuts its charm,0,synonym_replacement,56
taken as a whole the dinner jacket does nt add up to a whole lot,0,synonym_replacement,57
demand as a whole the tuxedo does nt add up to a whole lot,0,synonym_replacement,57
taken as a whole the black tie does nt add up to a whole lot,0,synonym_replacement,57
though the picture show is static its author director is heart is in the right place his plea for democracy and civic action laudable,1,synonym_replacement,58
though the film is static its writer director is heart is in the rectify place his plea for majority rule and civic action laudable,1,synonym_replacement,58
though the film is static its author director is heart is in the right place his plea for majority rule and civic action laudable,1,synonym_replacement,58
with mcconaughey in an totally irony free partition and bale reduced mainly to batting his sensitive eyelids there is not enough intelligence wit or innovation on the crt screen to attract and sustain an older crowd,0,synonym_replacement,59
with mcconaughey in an entirely irony free zone and bale trim down mainly to batting his sensitive eyelids there is not sufficiency intelligence wit or innovation on the screen to attract and sustain an older crowd together,0,synonym_replacement,59
with mcconaughey in an entirely irony free zone and bale reduced mainly to batting his tender eyelid there is not enough intelligence wit or innovation on the screen to attract and sustain an older gang,0,synonym_replacement,59
skin of man gets a few cheap daze from its kids in peril theatrics but it also taps into the primal fears of young people trying to make do with the orphic and brutal nature of adults,1,synonym_replacement,60
skin of man gets a few cheesy shocks from its kids in peril theatrics but it too taps into the primal fears of young people trying to contend with the mysterious and brutal nature of adults,1,synonym_replacement,60
skin of man gets a few tatty shocks from its kids in peril theatrics but it also taps into the primal veneration of young people trying to cope with the mysterious and brutal nature of adult,1,synonym_replacement,60
what it want in substance it makes up for in heart,1,synonym_replacement,61
what it want in substance it makes up for in heart,1,synonym_replacement,61
what it lacks in nitty gritty it makes up for in heart,1,synonym_replacement,61
like all great films about a life you neer knew existed it offers a great deal to absorb and even more to think about after the final frame,1,synonym_replacement,62
like all great films about a life you never knew existed it offers a lot to absorb and even more to think about after the final couch,1,synonym_replacement,62
like all great films about a life you never knew existed it offers practically to absorb and even more to think about after the final frame of reference,1,synonym_replacement,62
an average vitamin b complex movie with no aspirations to be anything more,0,synonym_replacement,63
an average b motion picture show with no aspirations to be anything more,0,synonym_replacement,63
an average b movie with no aspiration to be anything more,0,synonym_replacement,63
standard guns versus martial arts cliche with little new lend,1,synonym_replacement,64
standard hired gun versus martial arts cliche with little new added,1,synonym_replacement,64
standard guns versus martial fine art cliche with little new added,1,synonym_replacement,64
a beautifully joyride action thriller about love and terrorism in korea,1,synonym_replacement,65
a beautifully tooled action thriller about love and act of terrorism in korea,1,synonym_replacement,65
a beautifully tooled action thriller about make love and terrorism in korea,1,synonym_replacement,65
starts out with tremendous promise introducing an intriguing and alluring premise only to fall prey to a carload of screenwriting cliches that sink it faster than a talebearing freighter,0,synonym_replacement,66
scratch line out with fantastic promise introducing an intriguing and alluring premise only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter,0,synonym_replacement,66
starts out with tremendous promise introducing an intriguing and alluring preface only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky bottom,0,synonym_replacement,66
hard core slasher aficionados will find things to wish but overall the halloween series has lost its edge,0,synonym_replacement,67
hard core slasher aficionado will find things to like but overall the halloween series has lost its edge,0,synonym_replacement,67
hard core slasher aficionado will find things to like but overall the halloween series has lost its edge,0,synonym_replacement,67
a college narration that works even without vulgarity sex scenes and cussing,1,synonym_replacement,68
a college story that works even without vulgarity sex scenery and cussing,1,synonym_replacement,68
a college story that operate even without vulgarity sex scenes and cussing,1,synonym_replacement,68
insufferably unenlightened,0,synonym_replacement,69
insufferably uninstructed,0,synonym_replacement,69
insufferably naif,0,synonym_replacement,69
it is a strength of a objective to disregard available bias especially as temptingly easy as it would have been with this introduce,1,synonym_replacement,70
it is a military strength of a documentary to disregard available bias especially as temptingly easy as it would have been with this preface,1,synonym_replacement,70
it is a strength of a documentary to disregard available bias specially as seductively easy as it would have been with this premise,1,synonym_replacement,70
those with a modicum of patience will find in these characters foibles a dateless and unique perspective,1,synonym_replacement,71
those with a modicum of patience will find in these characters foibles a timeless and unique linear perspective,1,synonym_replacement,71
those with a modicum of patience will observe in these characters foibles a timeless and unique perspective,1,synonym_replacement,71
its and pieces of the hot chick are so hilarious and schneider is operation is so fine it is a real ignominy that so much of the film again as in the animal is a slapdash mess,0,synonym_replacement,72
its and pieces of the spicy chick are so hilarious and schneider is performance is so fine it is a material shame that so much of the movie again as in the animal is a slapdash great deal,0,synonym_replacement,72
its and pieces of the hot doll are so hilarious and schneider is performance is so delicately it is a real ignominy that so much of the movie again as in the animal is a slapdash mess,0,synonym_replacement,72
there are some moving picture show that hit you from the first scene and you know it is extend to be a trip,1,synonym_replacement,73
there are some movie that hit you from the first tantrum and you know it is going to be a trip,1,synonym_replacement,73
there are some movies that hit you from the first scene and you know it is cash in ones chips to be a touch off,1,synonym_replacement,73
it proves quite oblige as an intense brooding character study,1,synonym_replacement,74
it examine quite compelling as an intense brooding character study,1,synonym_replacement,74
it proves quite compelling as an intense musing character study,1,synonym_replacement,74
a loud ugly irritating film without any of its satirical salvos hitting a discernible target,0,synonym_replacement,75
a loud ugly nark movie without any of its satirical salvos hitting a discernible target,0,synonym_replacement,75
a loud wretched irritating movie without any of its satirical salvos hitting a discernible target,0,synonym_replacement,75
you can taste it but there is no foam,0,synonym_replacement,76
you can taste it but there is no sparkle,0,synonym_replacement,76
you can taste it but there is no sparkle,0,synonym_replacement,76
the quality of the art combined with the humor and word of the script leave the filmmakers to demonstrate the biblical message of forgiveness without it ever becoming preachy or syrupy,1,synonym_replacement,77
the quality of the art combined with the sense of humour and intelligence of the script allow the filmmakers to present the scriptural content of forgiveness without it ever becoming preachy or syrupy,1,synonym_replacement,77
the choice of the art combined with the humor and intelligence of the script permit the filmmakers to present the biblical subject matter of forgiveness without it ever becoming preachy or syrupy,1,synonym_replacement,77
the cristal potion gives the quickly named prime bubbles and buttercup supernatural powers that include extraordinary strength and laser beam eyes which unfortunately do national trust enable them to discern flimsy screenplays,0,synonym_replacement,78
the x potion gives the quickly named blossom bubbles and buttercup supernatural powers that include extraordinary military posture and laser beam eyes which unfortunately do national trust enable them to recognize flimsy screenplays,0,synonym_replacement,78
the x potion gives the quickly named blossom bubbles and kingcup supernatural powers that include extraordinary strength and laser beam eyes which unfortunately do national trust enable them to recognise flimsy screenplays,0,synonym_replacement,78
rifkin is references are faultless throughout,1,synonym_replacement,79
rifkin is cite are impeccable throughout,1,synonym_replacement,79
rifkin is references are impeccable end to end,1,synonym_replacement,79
too unsound none of it is funny,0,synonym_replacement,80
too high risk none of it is funny,0,synonym_replacement,80
too tough none of it is funny,0,synonym_replacement,80
a joyously grungy hilariously wicked black comedy,1,synonym_replacement,81
a gleefully grungy hilariously wicked black drollery,1,synonym_replacement,81
a gleefully grungy uproariously wicked black comedy,1,synonym_replacement,81
you leave the same way you came a few tasty morsels under your belt but no raw friends,0,synonym_replacement,82
you leave the same way you came a few tasty morsels under your belt but no modern friends,0,synonym_replacement,82
you leave the same way you came a few tasty morsels under your belt but no newfangled friends,0,synonym_replacement,82
though it course minutes safe conduct is anything but languorous,1,synonym_replacement,83
though it runs minutes safe conduct is anything but lackadaisical,1,synonym_replacement,83
though it range minutes safe conduct is anything but languorous,1,synonym_replacement,83
it is both degrading and strangely liberating to pick up multitude working so hard at preeminent lives of sexy intrigue only to be revealed by the dispassionate gantz brothers as ordinary pasty lumpen,1,synonym_replacement,84
it is both degrading and strangely liberating to interpret people working so hard at direct lives of sexy intrigue only to be revealed by the dispassionate gantz brothers as average pasty lumpen,1,synonym_replacement,84
it is both put down and strangely liberating to see people go so hard at leading lives of sexy intrigue only to be revealed by the cold eyed gantz brothers as ordinary pasty lumpen,1,synonym_replacement,84
they crush each other under cars throw each other out windows electrocute and dismember their victims in full cognizance,0,synonym_replacement,85
they crush each other under cars bedevil each other out windows electrocute and dismember their victims in full consciousness,0,synonym_replacement,85
they crush each other under cars throw each other out windows fry and dismember their victims in full consciousness,0,synonym_replacement,85
in any case i would recommend big bad love only to winger devotee who have escape her since is forget paris,0,synonym_replacement,86
in any case i would recommend big badness love only to winger fans who have missed her since is forget capital of france,0,synonym_replacement,86
in any case i would recommend big bad bed only to winger fans who have missed her since is draw a blank paris,0,synonym_replacement,86
as surreal as a dreaming and as detailed as a photograph as visually dextrous as it is at times imaginatively overwhelming,1,synonym_replacement,87
as surrealistic as a dream and as detailed as a photograph as visually dexterous as it is at times imaginatively whelm,1,synonym_replacement,87
as surreal as a stargaze and as elaborate as a photograph as visually dexterous as it is at times imaginatively overwhelming,1,synonym_replacement,87
evening if you do nt know the band or the album is songs by heart you will enjoy seeing how both develop and you will as well learn a good deal about the say of the music business in the st century,1,synonym_replacement,88
fifty fifty if you do nt know the band or the record album is songs by heart you will enjoy seeing how both germinate and you will also learn a good deal about the submit of the music business in the st century,1,synonym_replacement,88
even if you do national trust know the band or the album is songs by gist you will enjoy seeing how both evolve and you will besides learn a good deal about the state of the music business in the st ,1,synonym_replacement,88
with an unflappable ventilate of decadent urbanity everett remains a perfect wildean actor and a relaxed firth displays impeccable comic science,1,synonym_replacement,89
with an unflappable air of decadent urbanity everett remains a perfect wildean doer and a relaxed john rupert firth displays impeccable comic skill,1,synonym_replacement,89
with an unflappable air of decadent urbanity everett remains a perfect wildean actor and a relaxed firth display impeccable laughable skill,1,synonym_replacement,89
unpretentious charming offbeat original,1,synonym_replacement,90
unpretentious trance quirky original,1,synonym_replacement,90
unpretentious charming quirky pilot,1,synonym_replacement,90
a processed comedy chop shot suey,0,synonym_replacement,91
a work comedy chop suey,0,synonym_replacement,91
a processed comedy chopper suey,0,synonym_replacement,91
a continuation that is much too big for its britches,0,synonym_replacement,92
a subsequence that is much too big for its britches,0,synonym_replacement,92
a sequel that is much too cock a hoop for its britches,0,synonym_replacement,92
a complete scourge of time,0,synonym_replacement,93
a accomplished waste of time,0,synonym_replacement,93
a complete scourge of time,0,synonym_replacement,93
a well intentioned effort that is inactive too burdened by the role player is offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility,0,synonym_replacement,94
a well intentioned exertion that is still too burdened by the actor is offbeat sensibilities for the earnest aroused core to emerge with any degree of accessibility,0,synonym_replacement,94
a well intentioned effort that is noneffervescent too burdened by the actor is offbeat sensibilities for the earnest emotional core to emerge with any stage of accessibility,0,synonym_replacement,94
assayas challenging sometimes beautiful adaptation of jacques chardonne is novel,1,synonym_replacement,95
assayas ambitious sometimes beautiful adaption of jacques chardonne is novel,1,synonym_replacement,95
assayas ambitious sometimes beautiful adaptation of jacques chardonne is fresh,1,synonym_replacement,95
contempt the fact that this film was nt as bad as i thought it was going to be it is nevertheless not a good movie,0,synonym_replacement,96
scorn the fact that this film was nt as bad as i thought it was going to be it is still not a good picture show,0,synonym_replacement,96
despite the fact that this film was nt as badness as i recall it was going to be it is still not a good movie,0,synonym_replacement,96
guys say mean thing and shoot a lot of bullets,0,synonym_replacement,97
guys say mean things and shoot a heap of bullets,0,synonym_replacement,97
guys say stand for things and shoot a lot of bullets,0,synonym_replacement,97
a manipulative feminist empowerment tale thinly posing as a sober drama about spousal abuse,0,synonym_replacement,98
a manipulative libber empowerment tale thinly posing as a serious drama about spousal abuse,0,synonym_replacement,98
a manipulative libber empowerment tale thinly posing as a serious drama about spousal abuse,0,synonym_replacement,98
this moving picture is so bad that it is almost worth seeing because it is so bad,0,synonym_replacement,99
this movie is so bad that it is well nigh worth seeing because it is so bad,0,synonym_replacement,99
this movie is so bad that it is almost deserving seeing because it is so bad,0,synonym_replacement,99
with a romantic comedy plotline straight from the ages this cinderella story does nt have a i surprise up its arm,0,synonym_replacement,100
with a romantic clowning plotline directly from the ages this cinderella story does nt have a single surprise up its sleeve,0,synonym_replacement,100
with a romantic comedy plotline straight from the ages this cinderella story does nt have a single surprisal up its arm,0,synonym_replacement,100
and more than that it is an observant unfussily poetic speculation about identity and alienation,1,synonym_replacement,101
and more than that it is an observant unfussily poetic meditation about identity operator and alienation,1,synonym_replacement,101
and more than that it is an observant unfussily poetic meditation about identity and disaffection,1,synonym_replacement,101
but it could have been high risk,0,synonym_replacement,102
but it could have been tough,0,synonym_replacement,102
but it could have been risky,0,synonym_replacement,102
most viewers will wish there had been more of the king and less of the damned,0,synonym_replacement,103
most viewers will wish there had been more of the fag and less of the damned,0,synonym_replacement,103
most viewers will wish there had been more of the queen and less of the anathemise,0,synonym_replacement,103
a skill fiction pastiche so lack in originality that if you stripped away its inspirations there would be precious little left,0,synonym_replacement,104
a skill fiction pastiche so lacking in originality that if you stripped away its inspirations there would be preciously little left,0,synonym_replacement,104
a scientific discipline fiction pastiche so lacking in originality that if you stripped by its inspirations there would be precious little left,0,synonym_replacement,104
the pleasures that it does open may be enough to keep many moviegoers occupied amidst some of the more serious minded concerns of other year terminal movies,1,synonym_replacement,105
the pleasure that it does open may be enough to keep many moviegoers occupied amidst some of the more serious minded concerns of other year end movies,1,synonym_replacement,105
the pleasures that it does afford may be enough to keep many moviegoer occupied amidst some of the more serious minded care of other year end movies,1,synonym_replacement,105
as plain and walker as catsup,0,synonym_replacement,106
as plain and prosy as catsup,0,synonym_replacement,106
as manifest and pedestrian as catsup,0,synonym_replacement,106
every conceivable mistake a director could make in cinematography opera has been perpetrated here,0,synonym_replacement,107
every conceivable mistake a director could make in motion picture photography opera has been perpetrated here,0,synonym_replacement,107
every imaginable mistake a director could make in filming opera has been perpetrated here,0,synonym_replacement,107
more concerned with overall feelings broader musical theme and open ended questions than concrete story and definitive answers soderbergh is solaris is a gorgeous and deceptively minimalist cinematic look poem,1,synonym_replacement,108
