sentence,label,augmentation_type,orig_index
it would take a complete moron to foul up a screen adaptation of oscar wilde is type a classic satire,0,random_insertion,4
it would concealment take a complete moron to foul up a screen adaptation of oscar wilde is classic satire,0,random_insertion,4
it would take a complete classical moron to foul up a screen adaptation of oscar wilde is classic satire,0,random_insertion,4
it would take a moron complete to foul up a screen adaptation of oscar wilde is classic satire,0,random_swap,4
it would take a screen moron to foul up a complete adaptation of oscar wilde is classic satire,0,random_swap,4
it would take a complete moron to foul up a screen adaptation of oscar wilde is classic satire,0,random_swap,4
pure cinematic intoxication a wildly inventive mixture of funniness and melodrama tastelessness and swooning elegance,1,synonym_replacement,5
pure cinematic insobriety a wildly inventive mixture of comedy and melodrama tastelessness and swooning elegance,1,synonym_replacement,5
pure cinematic intoxication a wildly inventive mixture of comedy and melodrama tastelessness and faint elegance,1,synonym_replacement,5
pure cinematic intoxication a wildly inventive mixture of comedy and melodrama intermixture tastelessness and swooning elegance,1,random_insertion,5
pure cinematic intoxication a wildly inventive imaginative mixture of comedy and melodrama tastelessness and swooning elegance,1,random_insertion,5
pure cinematic intoxication a wildly inventive mixture of comedy and melodrama tastelessness and funniness swooning elegance,1,random_insertion,5
pure cinematic comedy a wildly inventive mixture of intoxication and melodrama tastelessness and swooning elegance,1,random_swap,5
tastelessness cinematic intoxication a wildly inventive mixture of comedy and melodrama pure and swooning elegance,1,random_swap,5
pure comedy intoxication a wildly inventive mixture of cinematic and melodrama tastelessness and swooning elegance,1,random_swap,5
it is not the initiatory time that director sara sugarman stoep to having characters drop their pants for laughs and not the last time she fails to provoke them,0,synonym_replacement,6
it is not the first time that theatre director sara sugarman stoops to having characters drop their pants for laughs and not the net time she fails to provoke them,0,synonym_replacement,6
it is not the first time that director sara sugarman stoops to having graphic symbol drop their knickers for laughs and not the last time she fails to provoke them,0,synonym_replacement,6
trouser it is not the first time throw that director sara sugarman stoops to having characters drop their pants for laughs and not the last time she fails to provoke them,0,random_insertion,6
it is not the first time that director sara sugarman stoops to having characters drop their pants for laughs non and not the last time she fails to live provoke them,0,random_insertion,6
it is not the first time that director sara sugarman stoops to having characters drop their clock time pants for laughs and not the last time she fails clock time to provoke them,0,random_insertion,6
it is not the first time drop director sara sugarman stoops to having characters that their pants for laughs to not the last time she fails and provoke them,0,random_swap,6
it is not the first time that director sara sugarman stoops to having pants drop their characters for laughs and not the time last she fails to provoke them,0,random_swap,6
it is not the first drop that director sara last stoops to having characters time their pants for laughs and not the sugarman time she fails to provoke them,0,random_swap,6
just the labour affect in creating the layered rankness of the imagery in this chiaroscuro of madness and light is astonishing,1,synonym_replacement,7
just the lying in involved in creating the layered richness of the imagery in this chiaroscuro of madness and lightheaded is astonishing,1,synonym_replacement,7
just the drive involved in creating the layer richness of the imagery in this chiaroscuro of madness and light is astonishing,1,synonym_replacement,7
just the labour involved in creating the layered astound richness of the imagery in this equal chiaroscuro of madness and light is astonishing,1,random_insertion,7
just the labour create involved in creating the layered richness of the imagery in this chiaroscuro of madness and light postulate is astonishing,1,random_insertion,7
just the labour involved in creating the layered richness of the imagery superimposed in this superimposed chiaroscuro of madness and light is astonishing,1,random_insertion,7
just the labour involved in layered the creating richness of the imagery chiaroscuro this in of madness and light is astonishing,1,random_swap,7
just the labour involved in creating the of richness layered the imagery in this and of madness chiaroscuro light is astonishing,1,random_swap,7
just the labour involved in creating chiaroscuro layered richness of the imagery light this the of madness and in is astonishing,1,random_swap,7
matthew lillard is support to play shaggy,1,synonym_replacement,8
st matthew lillard is born to play shaggy,1,synonym_replacement,8
matthew lillard is born to play shagged,1,synonym_replacement,8
matthew lillard is st matthew the apostle born to play shaggy,1,random_insertion,8
matthew bid lillard is born to play shaggy,1,random_insertion,8
matthew lillard is born to play natural shaggy,1,random_insertion,8
matthew lillard is play to born shaggy,1,random_swap,8
play lillard is born to matthew shaggy,1,random_swap,8
matthew lillard to born is play shaggy,1,random_swap,8
it is blue,0,synonym_replacement,9
it is sorry,0,synonym_replacement,9
it is somber,0,synonym_replacement,9
it is dismal drab,0,random_insertion,9
it is dismal drab,0,random_insertion,9
it is dismal drab,0,random_insertion,9
drab is it,0,random_swap,9
it drab is,0,random_swap,9
is it drab,0,random_swap,9
the picture has several strong performances,1,synonym_replacement,10
the film has several strong functioning,1,synonym_replacement,10
the motion picture show has several strong performances,1,synonym_replacement,10
the film has several hour angle strong performances,1,random_insertion,10
the film respective has several strong performances,1,random_insertion,10
the film has respective several strong performances,1,random_insertion,10
the film performances several strong has,1,random_swap,10
several film has the strong performances,1,random_swap,10
strong film has several the performances,1,random_swap,10
munch is screenplay is tenderly observant of his graphic symbol,1,synonym_replacement,11
munch is screenplay is tenderly law abiding of his characters,1,synonym_replacement,11
munch is screenplay is tenderly law abiding of his characters,1,synonym_replacement,11
munch is equal screenplay is tenderly observant of his characters,1,random_insertion,11
munch is screenplay is tenderly observant quality of his characters,1,random_insertion,11
munch is screenplay is tenderly edvard munch observant of his characters,1,random_insertion,11
munch is screenplay is his observant of tenderly characters,1,random_swap,11
munch is screenplay his tenderly observant of is characters,1,random_swap,11
munch is screenplay of tenderly observant is his characters,1,random_swap,11
isabelle huppert excels as the puzzling mika and anna mouglalis is a stunning freshly young talent in one of chabrol is most intense psychological mysteries,1,synonym_replacement,12
isabelle huppert excels as the enigmatic mika and anna mouglalis is a stupefy fresh young talent in one of chabrol is most intense psychological mysteries,1,synonym_replacement,12
isabelle huppert excels as the puzzling mika and anna mouglalis is a stunning new thomas young talent in one of chabrol is most intense psychological mysteries,1,synonym_replacement,12
isabelle huppert excels as equal the enigmatic mika and puzzling anna mouglalis is a stunning new young talent in one of chabrol is most intense psychological mysteries,1,random_insertion,12
isabelle huppert excels as the enigmatic mika and modern gift anna mouglalis is a stunning new young talent in one of chabrol is most intense psychological mysteries,1,random_insertion,12
isabelle huppert excels as the enigmatic mika and anna mouglalis modern is a stunning new young talent in one of chabrol is most modern intense psychological mysteries,1,random_insertion,12
isabelle huppert excels as the enigmatic intense and anna mouglalis is a stunning new young mysteries in one of chabrol is most mika psychological talent,1,random_swap,12
isabelle huppert excels as the enigmatic mika and anna mouglalis is a talent intense young stunning in one of chabrol is most new psychological mysteries,1,random_swap,12
isabelle huppert the as mika enigmatic excels and anna mouglalis is a stunning new young talent in one of chabrol is most intense psychological mysteries,1,random_swap,12
a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an ironically sea wolf soundtrack,1,synonym_replacement,13
a cruelly funny whirl on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack,1,synonym_replacement,13
a cruelly funny braid on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack,1,synonym_replacement,13
a cruelly funny stripling twist on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack,1,random_insertion,13
a cruelly funny twist on teen carry comedy packed with inventive cinematic tricks and an ironically killer soundtrack,1,random_insertion,13
a cruelly funny twist on teen comedy packed with inventive cinematic tricks and imaginative an ironically killer soundtrack,1,random_insertion,13
cinematic cruelly funny twist on teen comedy packed with inventive a tricks and an ironically killer soundtrack,1,random_swap,13
inventive cruelly funny twist on teen comedy packed with a cinematic tricks and an ironically killer soundtrack,1,random_swap,13
a cruelly packed twist on teen comedy funny with inventive cinematic tricks and an ironically killer soundtrack,1,random_swap,13
predictably soulless techno applesauce,0,synonym_replacement,14
predictably soulless techno trash,0,synonym_replacement,14
predictably soulless techno folderol,0,synonym_replacement,14
predictably trumpery soulless techno tripe,0,random_insertion,14
predictably soulless trumpery techno tripe,0,random_insertion,14
predictably soulless techno trumpery tripe,0,random_insertion,14
tripe soulless techno predictably,0,random_swap,14
predictably techno soulless tripe,0,random_swap,14
techno soulless predictably tripe,0,random_swap,14
tsai has a well deserved reputation as unity of the cinema world is great visual stylists and in this picture show every shot enhances the excellent performances,1,synonym_replacement,15
tsai has a good deserved reputation as one of the cinema world is great visual stylists and in this film every slam enhances the excellent performances,1,synonym_replacement,15
tsai has a well deserved reputation as one of the movie theatre world is great visual hairdresser and in this film every shot enhances the excellent performances,1,synonym_replacement,15
tsai has a well deserved reputation as one of the hour angle cinema world is great visual advantageously stylists and in this film every shot enhances the excellent performances,1,random_insertion,15
tsai has a well deserved reputation as one of the cinema world is great visual stylists and report in this cinema film every shot enhances the excellent performances,1,random_insertion,15
tsai has a bourgeon well deserved reputation as one of the stylist cinema world is great visual stylists and in this film every shot enhances the excellent performances,1,random_insertion,15
this has a well deserved reputation stylists one of the cinema world is great visual as and in tsai film every shot enhances the excellent performances,1,random_swap,15
tsai has a well deserved every as one of the cinema world reputation great visual stylists and in this film is shot enhances the excellent performances,1,random_swap,15
tsai has a enhances deserved reputation as well of the cinema world is great visual stylists and in this film every shot one the excellent performances,1,random_swap,15
some like it hot on the hardwood proves once again that a mankind in pull is not in and of himself funny,0,synonym_replacement,16
some alike it hot on the hardwood proves once again that a man in drag on is not in and of himself funny,0,synonym_replacement,16
some like it hot on the hardwood prove once again that a man in drag is not in and of himself good story,0,synonym_replacement,16
some like it hot on the hardwood proves once again that a type a man in drag is not erstwhile in and of himself funny,0,random_insertion,16
scuff some like it raging hot on the hardwood proves once again that a man in drag is not in and of himself funny,0,random_insertion,16
some like it hot on the hardwood erstwhile proves once again that a man in drag is not information technology in and of himself funny,0,random_insertion,16
some like it hot on the of proves once again that a man in drag is not hardwood and in himself funny,0,random_swap,16
some like it hot and the hardwood in once again that a man proves drag is not in on of himself funny,0,random_swap,16
some like it hot on the man proves once again that a hardwood in in is not drag and of himself funny,0,random_swap,16
for a movie about the power of poetry and passion there is precious petty of either,0,synonym_replacement,17
for a movie about the superpower of poetry and passion there is precious little of either,0,synonym_replacement,17
for a movie about the power of verse and passion there is precious little of either,0,synonym_replacement,17
for a movie about the power of poetry and passion there is precious type a little of either,0,random_insertion,17
for a movie about the power king of poetry and passion there is precious little of either,0,random_insertion,17
for a movie about the power of poetry and passion there preciously is precious little of either,0,random_insertion,17
for a movie about the power poetry of and passion there is precious little of either,0,random_swap,17
for a is about the power of poetry and passion there movie precious little of either,0,random_swap,17
for there movie about the power of poetry and passion a is precious little of either,0,random_swap,17
diggs and lathan are among the chief reasons brown university sugar is such a sweet and sexy film,1,synonym_replacement,18
diggs and lathan are among the chief reasons brown sugar is such a sweet and sexy cinema,1,synonym_replacement,18
diggs and lathan are among the chief reasons brown sugar is such a sweet and sexy flick,1,synonym_replacement,18
diggs and lathan are among the chief reasons brown sugar is such a john brown sweet and sexy film,1,random_insertion,18
diggs and lathan are among the chief reasons pelf brown sugar is such a sweet and sexy film,1,random_insertion,18
diggs and lathan are among the conclude chief reasons brown sugar is such a sweet and sexy film,1,random_insertion,18
diggs and lathan brown among the chief reasons are sugar is such a sweet and sexy film,1,random_swap,18
diggs sexy lathan are among the chief reasons brown sugar is such a sweet and and film,1,random_swap,18
diggs and lathan are among the chief reasons brown film is such a sweet and sexy sugar,1,random_swap,18
uneven but a lot of sport,1,synonym_replacement,19
uneven but a lot of sport,1,synonym_replacement,19
scratchy but a lot of fun,1,synonym_replacement,19
uneven but mountain a lot of fun,1,random_insertion,19
uneven but a odd lot of fun,1,random_insertion,19
odd uneven but a lot of fun,1,random_insertion,19
uneven but a lot fun of,1,random_swap,19
uneven but a lot fun of,1,random_swap,19
uneven but a fun of lot,1,random_swap,19
when the cinema over i felt tired and drained and wanted to lie on my own deathbed for a while,0,synonym_replacement,20
when the film terminate i felt weary and drained and wanted to lie on my own deathbed for a while,0,synonym_replacement,20
when the picture ended i felt tired and drained and wanted to lie in on my own deathbed for a while,0,synonym_replacement,20
rest when the film ended i felt tired and drained and wanted to lie on my own deathbed enfeeble for a while,0,random_insertion,20
when the stock film ended i felt tired and drained and precious wanted to lie on my own deathbed for a while,0,random_insertion,20
when the spell film precious ended i felt tired and drained and wanted to lie on my own deathbed for a while,0,random_insertion,20
when the film ended and felt tired and drained i wanted to lie while my own deathbed for a on,0,random_swap,20
felt the film ended i when tired wanted drained and and to lie on my own deathbed for a while,0,random_swap,20
when the film ended i felt tired and drained to wanted and lie on my own a for deathbed while,0,random_swap,20
contains the humor enactment poignancy and intelligence of a bad sitcom,0,synonym_replacement,21
check the humor characterization poignancy and intelligence of a bad sitcom,0,synonym_replacement,21
contains the humor characterization poignance and intelligence of a bad sitcom,0,synonym_replacement,21
contains intelligence service the humor characterization poignancy and intelligence of a bad sitcom,0,random_insertion,21
contains the humor characterization poignancy and intelligence of a incorporate bad sitcom,0,random_insertion,21
contains the humor characterization poignancy and intelligence of sense of humour a bad sitcom,0,random_insertion,21
contains sitcom humor characterization poignancy and intelligence of a bad the,0,random_swap,21
contains the characterization humor poignancy and intelligence of a bad sitcom,0,random_swap,21
contains the characterization humor poignancy and intelligence of a bad sitcom,0,random_swap,21
a pretentious and ultimately empty examination of a sick and evil cleaning woman,0,synonym_replacement,22
a pretentious and ultimately empty examination of a regorge and evil woman,0,synonym_replacement,22
a pretentious and ultimately empty interrogatory of a sick and evil woman,0,synonym_replacement,22
a pretentious and ultimately empty type a examination of a sick and evil woman,0,random_insertion,22
a pretentious and ultimately empty scrutiny examination of a sick and evil woman,0,random_insertion,22
a pretentious and ultimately empty examination of a type a sick and evil woman,0,random_insertion,22
examination pretentious and ultimately empty a of a sick and evil woman,0,random_swap,22
a pretentious empty ultimately and examination of a sick and evil woman,0,random_swap,22
a pretentious empty ultimately and examination of a sick and evil woman,0,random_swap,22
i can easily suppose benigni is pinocchio becoming a christmas perennial,1,synonym_replacement,23
i can easily reckon benigni is pinocchio becoming a christmas perennial,1,synonym_replacement,23
i can easy imagine benigni is pinocchio becoming a christmas perennial,1,synonym_replacement,23
i can easily imagine benigni think is pinocchio becoming a christmas perennial,1,random_insertion,23
i can easily imagine type a benigni is pinocchio becoming a christmas perennial,1,random_insertion,23
i can easy easily imagine benigni is pinocchio becoming a christmas perennial,1,random_insertion,23
i imagine easily can benigni is pinocchio becoming a christmas perennial,1,random_swap,23
i can easily imagine christmas is pinocchio becoming a benigni perennial,1,random_swap,23
i can easily imagine benigni is pinocchio becoming christmas a perennial,1,random_swap,23
generates an enormous feeling of empathy for its reference,1,synonym_replacement,24
generates an enormous palpate of empathy for its characters,1,synonym_replacement,24
generates an enormous feel of empathy for its characters,1,synonym_replacement,24
generates an enormous feeling associate in nursing of empathy for its characters,1,random_insertion,24
generates an enormous feeling of associate in nursing empathy for its characters,1,random_insertion,24
generates an give enormous feeling of empathy for its characters,1,random_insertion,24
generates an enormous empathy of feeling for its characters,1,random_swap,24
generates an enormous feeling empathy of for its characters,1,random_swap,24
generates an enormous feeling its empathy for of characters,1,random_swap,24
reggio is continual visual barrage is absorbing as considerably as thought provoking,1,synonym_replacement,25
reggio is continual visual barrage is absorbing as intimately as thought provoking,1,synonym_replacement,25
reggio is continual visual barrage fire is absorbing as well as thought provoking,1,synonym_replacement,25
reggio is continual visual barrage is absorbing equal as well as thought provoking,1,random_insertion,25
reggio is continual visual barrage is absorbing as well as thought ocular provoking,1,random_insertion,25
reggio is continual visual barrage is absorbing as well as think thought provoking,1,random_insertion,25
reggio is continual visual well is absorbing as barrage as thought provoking,1,random_swap,25
reggio as continual visual barrage is absorbing is well as thought provoking,1,random_swap,25
reggio is continual is barrage visual absorbing as well as thought provoking,1,random_swap,25
propagate itself too thin leaving these actors as well as the members of the commune short of profound characterizations,0,synonym_replacement,26
spreads itself too thin will these actors as well as the members of the commune short of profound characterizations,0,synonym_replacement,26
spreads itself too thin leaving these actors as well as the members of the commune abruptly of profound characterizations,0,synonym_replacement,26
spreads itself too thin leaving these actors as well as the members of the commune short of profound player characterizations,0,random_insertion,26
spreads itself too thin leaving these actors as well as the members of the commune communicate short of profound characterizations,0,random_insertion,26
spreads itself too thin leaving these actors as well as the adenine members of the commune short of profound characterizations,0,random_insertion,26
spreads itself too thin leaving well actors as these as the members of the commune short of profound characterizations,0,random_swap,26
these itself too thin leaving spreads actors as well as the members of the commune short of profound characterizations,0,random_swap,26
spreads profound too thin leaving these actors as well as the members of the commune short of itself characterizations,0,random_swap,26
once again director chris capital of ohio takes a hat in hand approach to rowling that stifles creative thinking and allows the film to drag on for nearly three hours,0,synonym_replacement,27
once again conductor chris columbus takes a hat in hand approach to rowling that stifles creativity and allows the film to drag on for well nigh three hours,0,synonym_replacement,27
once again director chris columbus takes a hat in bridge player approach to rowling that stifles creativity and allows the film to drag on for about three hours,0,synonym_replacement,27
once again director chris columbus takes a hat in hand approach to rowling that stifles creativity and allows the film to drag on for nearly theater director erstwhile three hours,0,random_insertion,27
once again director capital of ohio chris columbus takes a hat in hand approach to rowling that stifles creativity and allows the film to drag closely on for nearly three hours,0,random_insertion,27
once again director chris deal columbus time of day takes a hat in hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours,0,random_insertion,27
once again director chris columbus takes a hat in hand allows to that rowling stifles creativity and approach the film to drag on for nearly three hours,0,random_swap,27
once again director chris columbus takes a hat and hand approach to rowling that stifles creativity in allows the film on drag to for nearly three hours,0,random_swap,27
once again director chris columbus allows takes hat in hand approach to rowling that stifles creativity and a the film to drag on for nearly three hours,0,random_swap,27
has all the hallmarks of a movie designed strictly for children is home video a market so insatiable it absorbs all manner of lame amusement as long as year old find it amusive,0,synonym_replacement,28
has all the hallmarks of a movie designed strictly for children is home video a market so insatiable it engross all manner of lame entertainment as foresightful as year olds chance it diverting,0,synonym_replacement,28
has all the trademark of a movie designed strictly for children is home video a market so insatiable it absorbs all manner of lame entertainment as long as yr olds find it divert,0,synonym_replacement,28
has all amusement the hallmarks of a movie designed strictly for children is home video a market altogether so insatiable it adenine absorbs all manner of lame entertainment as long as year olds find it diverting,0,random_insertion,28
has all the hallmarks of a movie designed strictly for children is home video a market so type a insatiable it absorbs all manner of lame entertainment as long as come up draw year olds find it diverting,0,random_insertion,28
has all the yr hallmarks of a movie designed strictly for children is home video a market so insatiable it absorbs all manner of lame entertainment as long small fry as year olds find then it diverting,0,random_insertion,28
has all the hallmarks of a movie designed strictly for children all home video a market so insatiable olds absorbs is manner of lame entertainment diverting long as year it find it as,0,random_swap,28
has absorbs the hallmarks of a movie designed strictly for children is home video find market so insatiable it all all manner of lame entertainment long as as year olds a it diverting,0,random_swap,28
has all the hallmarks for a movie it strictly of children is home video a market lame insatiable it absorbs all manner of so entertainment as long as year olds find designed diverting,0,random_swap,28
a giant of a good time for both children and parents seeking christian themed fun,1,synonym_replacement,29
a whale of a good time for both youngster and parents seeking christian themed fun,1,synonym_replacement,29
a whale of a good time for both child and parents seeking christian themed fun,1,synonym_replacement,29
a whale of a good time for both children and type a parents seeking christian themed fun,1,random_insertion,29
a whale theme of a good time for both children and parents seeking christian themed fun,1,random_insertion,29
a whale of a type a good time for both children and parents seeking christian themed fun,1,random_insertion,29
a whale of a good time and both children for parents seeking christian themed fun,1,random_swap,29
a whale of a good time parents both children and for seeking christian themed fun,1,random_swap,29
a a of whale good time for both children and parents seeking christian themed fun,1,random_swap,29
there are plot holes big adequate for shamu the killer whale to swim through,0,synonym_replacement,30
there are plot holes big enough for shamu the killer heavyweight to swim through,0,synonym_replacement,30
there are plot muddle big enough for shamu the killer whale to swim through,0,synonym_replacement,30
there are plot holes big enough for shamu the killer whale to swim pickle through,0,random_insertion,30
there plat are plot holes big enough for shamu the killer whale to swim through,0,random_insertion,30
there are plot holes big enough crowing for shamu the killer whale to swim through,0,random_insertion,30
there are holes plot big enough for shamu the killer whale to swim through,0,random_swap,30
there are through holes big enough for shamu the killer whale to swim plot,0,random_swap,30
there are plot holes big enough for shamu swim killer whale to the through,0,random_swap,30
director andrew niccol demonstrates a wry understanding of the quirks of renown,1,synonym_replacement,31
director andrew niccol demo a wry understanding of the quirks of fame,1,synonym_replacement,31
director andrew niccol demonstrates a ironic understanding of the quirks of fame,1,synonym_replacement,31
director andrew niccol type a demonstrates a wry understanding of the quirks of fame,1,random_insertion,31
interpret director andrew niccol demonstrates a wry understanding of the quirks of fame,1,random_insertion,31
director andrew niccol demonstrates a type a wry understanding of the quirks of fame,1,random_insertion,31
director andrew niccol demonstrates the wry understanding of a quirks of fame,1,random_swap,31
director andrew niccol demonstrates a wry the of understanding quirks of fame,1,random_swap,31
director andrew niccol demonstrates a wry understanding the of quirks of fame,1,random_swap,31
a must for fans of british cinema if only because so many titans of the industriousness are along for the drive,1,synonym_replacement,32
a must for devotee of british cinema if only because so many titan of the industry are along for the ride,1,synonym_replacement,32
a must for fans of british movie house if only because so many colossus of the industry are along for the ride,1,synonym_replacement,32
a must for fans of british cinema on if only because so heavyweight many titans of the industry are along for the ride,1,random_insertion,32
a must for fans of buff british cinema if only because so many titans of the industry are along for heavyweight the ride,1,random_insertion,32
a must for fans of british cinema if only because so devolve on many type a titans of the industry are along for the ride,1,random_insertion,32
a the for fans of british cinema if only because so many titans of must for are along industry the ride,1,random_swap,32
a must for ride of british cinema fans only because so many titans of the industry are along for the if,1,random_swap,32
a must are fans of british cinema if only because so the titans of many industry for along for the ride,1,random_swap,32
though clearly well intentioned this cross cultural soap opera house is painfully formulaic and stilted,0,synonym_replacement,33
though clear well intentioned this cross cultural soap opera is painfully formulaic and stilted,0,synonym_replacement,33
though clearly well intentioned this grumpy cultural soap opera is painfully formulaic and stilted,0,synonym_replacement,33
though clearly well intentioned this cross cultural soap hybridisation opera is painfully formulaic and stilted,0,random_insertion,33
though clearly well intentioned this cross cultural soap opera is painfully formulaic opera house and stilted,0,random_insertion,33
though clearly well opera house intentioned this cross cultural soap opera is painfully formulaic and stilted,0,random_insertion,33
this clearly well intentioned though cross cultural soap opera is painfully formulaic and stilted,0,random_swap,33
though clearly well intentioned this cross cultural soap opera is stilted formulaic and painfully,0,random_swap,33
though this well intentioned clearly cross cultural soap opera is painfully formulaic and stilted,0,random_swap,33
that is because comparatively nothing happens,0,synonym_replacement,34
that is because relatively zilch happens,0,synonym_replacement,34
that is because comparatively nothing happens,0,synonym_replacement,34
that is because relatively zip nothing happens,0,random_insertion,34
that is because relatively nothing encounter happens,0,random_insertion,34
that equal is because relatively nothing happens,0,random_insertion,34
that because is relatively nothing happens,0,random_swap,34
that happens because relatively nothing is,0,random_swap,34
that is because happens nothing relatively,0,random_swap,34
novak contemplates a heartland so overwhelmed by its lack of purpose that it look for excitement in manufactured high drama,0,synonym_replacement,35
novak contemplates a heartland so overwhelmed by its lack of function that it seeks excitement in manufactured high drama,0,synonym_replacement,35
novak contemplates a heartland so overwhelmed by its miss of purpose that it seeks excitement in manufactured high drama,0,synonym_replacement,35
novak contemplates a heartland so overwhelmed by its lack of agitation purpose that it seeks excitement in manufactured high drama,0,random_insertion,35
dramatic event novak contemplates a heartland so overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama,0,random_insertion,35
novak contemplates a heartland so overwhelmed by its lack of high school purpose that it seeks excitement in manufactured high drama,0,random_insertion,35
novak it a heartland so overwhelmed by its lack of purpose that contemplates seeks excitement in manufactured high drama,0,random_swap,35
novak contemplates a heartland so overwhelmed by its lack of purpose that it seeks drama in manufactured high excitement,0,random_swap,35
novak contemplates a seeks so overwhelmed by its lack of purpose that it heartland excitement in manufactured high drama,0,random_swap,35
utter treacle conceited pap,0,synonym_replacement,36
utter mush self conceited pap,0,synonym_replacement,36
utter glop conceited pap,0,synonym_replacement,36
speak utter mush conceited pap,0,random_insertion,36
utter teat mush conceited pap,0,random_insertion,36
utter mush conceited treacle pap,0,random_insertion,36
utter conceited mush pap,0,random_swap,36
utter pap conceited mush,0,random_swap,36
conceited mush utter pap,0,random_swap,36
cassavetes thinks he is form dog day good afternoon with a cause but all he is done is to reduce everything he touches to a shrill didactic cartoon,0,synonym_replacement,37
cassavetes thinks he is making dog day afternoon with a cause but all he is done is to reduce everything he touches to a shrill didactical animated cartoon,0,synonym_replacement,37
cassavetes thinks he is realise dog day afternoon with a stimulate but all he is done is to reduce everything he touches to a shrill didactic cartoon,0,synonym_replacement,37
cassavetes thinks he is making dog daytime day afternoon with a equal cause but all he is done is to reduce everything he touches to a shrill didactic cartoon,0,random_insertion,37
cassavetes thinks he is making dog day type a afternoon with a cause but all he is done is to reduce everything he touches to a shrill didactic good afternoon cartoon,0,random_insertion,37
sketch cassavetes thinks he is making dog day afternoon with a cause altogether but all he is done is to reduce everything he touches to a shrill didactic cartoon,0,random_insertion,37
cassavetes thinks he is is dog day afternoon with a cause but all he is shrill making to reduce everything he touches to a done didactic cartoon,0,random_swap,37
cassavetes thinks done is making dog day afternoon with a cause but all shrill is he is to reduce everything he touches to a he didactic cartoon,0,random_swap,37
cassavetes thinks he is making dog day afternoon cartoon a cause but all he is done didactic to reduce everything he touches to a shrill is with,0,random_swap,37
disjointed pasquinade,0,synonym_replacement,38
disjointed lampoon,0,synonym_replacement,38
disjointed sendup,0,synonym_replacement,38
travesty disjointed parody,0,random_insertion,38
disjointed travesty parody,0,random_insertion,38
